date,minimum,maximum,range,mean,std
2023-11-26,6.65867757797,8.62246704102,1.96378946304,7.59766814875,0.522169113551
2023-11-27,9.02896022797,10.4737110138,1.44475078583,9.73051807492,0.355347761963
2023-11-28,10.6903686523,12.2618751526,1.57150650024,11.3662143604,0.439112265641
2023-11-29,15.2659034729,16.050069809,0.78416633606,15.6194344972,0.216013154194
2023-11-30,14.5933494568,15.913608551,1.32025909424,15.2598020568,0.355412937276
2023-12-01,8.230219841,10.1253433228,1.89512348175,9.08933588516,0.519495839878
2023-12-02,5.90142917633,7.9082608223,2.00683164597,6.8257817224,0.547014326372
2023-12-03,5.11119651794,7.24529838562,2.13410186768,6.09450468906,0.567837540211
2023-12-04,10.951672554,12.1940050125,1.2423324585,11.5614238266,0.331601259003
2023-12-05,10.1609306335,11.3478012085,1.18687057495,10.780929351,0.317736667527
2023-12-06,12.6992101669,13.6539726257,0.954762458801,13.1757758606,0.254292184257
2023-12-07,10.0621271133,11.5656890869,1.50356197357,10.8135710798,0.36068609523
2023-12-08,11.6137895584,12.9157543182,1.30196475983,12.1889945999,0.354135796769
2023-12-09,9.38323688507,10.8820981979,1.49886131287,10.058804512,0.406174989649
2023-12-10,10.3443288803,12.0336532593,1.68932437897,11.1109209209,0.452166408584
2023-12-11,9.95539283752,11.8170528412,1.86166000366,10.813211685,0.500852276083
2023-12-12,12.7014923096,14.7911911011,2.0896987915,13.7599851919,0.560449511584
2023-12-13,7.7150850296,8.74270153046,1.02761650085,8.31957375726,0.205522500591
2023-12-14,6.60659074783,8.15028572083,1.54369497299,7.34499543212,0.383809594625
2023-12-15,7.08501529694,10.8350791931,3.75006389618,8.89054935662,1.00787464995
2023-12-16,8.09723567963,11.2860469818,3.18881130219,9.67914480017,0.854380376219
2023-12-17,5.36421632767,8.15182495117,2.7876086235,6.75692003457,0.744342885591
2023-12-18,4.26240205765,6.91764259338,2.65524053574,5.53274482535,0.714821606759
2023-12-19,3.83686423302,5.87790584564,2.04104161263,4.7806196989,0.546077613877
2023-12-20,5.02055931091,5.98571062088,0.965151309967,5.51129485655,0.231694208507
2023-12-21,6.40012598038,7.64738035202,1.24725437164,7.0729808179,0.325975651999
2023-12-22,5.45189380646,6.7218079567,1.26991415024,6.0715020091,0.321403624074
2023-12-23,4.45195198059,6.71969413757,2.26774215698,5.50455783134,0.600930011753
2023-12-24,5.72594165802,8.22526836395,2.49932670593,6.89458808234,0.677831630003
2023-12-25,6.1325006485,9.07554244995,2.94304180145,7.55074667746,0.790490736596
2023-12-26,4.91714525223,7.26187849045,2.34473323822,6.04170266602,0.62773803168
2023-12-27,3.98884367943,6.27253341675,2.28368973732,5.08347099142,0.611174258059
2023-12-28,7.14976119995,9.13443374634,1.98467254639,8.09716200644,0.533415987603
2023-12-29,10.2309894562,12.0922527313,1.86126327515,11.1399483348,0.500465561288
2023-12-30,7.39558935165,8.96680831909,1.57121896744,8.13143653648,0.413519988995
2023-12-31,8.13307857513,9.25053310394,1.11745452881,8.61686528376,0.3078292055
2024-01-01,10.7183952332,11.2694101334,0.551014900208,11.0456397774,0.147073348232
2024-01-02,11.7377767563,13.7112016678,1.9734249115,12.9249919551,0.541869218264
2024-01-03,10.4317111969,10.8765125275,0.444801330566,10.6927339716,0.122932408143
2024-01-04,11.19165802,12.3451318741,1.15347385406,11.8793592823,0.318465618401
2024-01-05,7.93569135666,8.56562137604,0.629930019379,8.3108096899,0.168352586737
2024-01-06,5.46345376968,5.96844148636,0.504987716675,5.76273513764,0.132216911445
2024-01-07,3.56780958176,4.45586156845,0.888051986694,4.11221620094,0.231380968339
2024-01-08,5.14157295227,6.63089895248,1.48932600021,6.0475762833,0.398316437503
2024-01-09,8.69839382172,9.6555929184,0.95719909668,9.27500046131,0.260666607501
2024-01-10,7.57357025146,8.74800777435,1.17443752289,8.28420324473,0.320603792112
2024-01-11,7.19482135773,7.66886949539,0.474048137665,7.47547421344,0.123148192042
2024-01-12,7.24233293533,9.30661964417,2.06428670883,8.49062589157,0.560727800157
2024-01-13,10.8682537079,12.5332212448,1.66496753693,11.8836556072,0.456925947305
2024-01-14,11.7725610733,13.9025888443,2.130027771,13.0437992007,0.592738742094
2024-01-15,14.1393165588,15.9287872314,1.78947067261,15.2308991972,0.492489680306
2024-01-16,14.3662929535,14.9679307938,0.601637840271,14.7239262854,0.16197336839
2024-01-17,14.8153333664,15.5635061264,0.74817276001,15.2619054262,0.204470478931
2024-01-18,14.5986042023,14.7384233475,0.139819145203,14.6650292596,0.024795179091
2024-01-20,7.13463640213,8.04884910583,0.914212703705,7.68035785172,0.24217393869
2024-01-21,5.78498506546,7.12889480591,1.34390974045,6.59591007602,0.354270635614
2024-01-22,7.73675775528,9.8990650177,2.16230726242,9.04604031319,0.582082410607
2024-01-24,10.4208240509,12.1226100922,1.70178604126,11.4410092849,0.469491085994
2024-01-26,10.5833120346,11.5499258041,0.966613769531,11.1628785244,0.258576179572
2024-01-27,10.3376255035,12.113114357,1.77548885345,11.3926900893,0.489540024426
2024-01-30,11.0966892242,13.3970861435,2.30039691925,12.4740195977,0.63935053449
2024-02-01,8.66850185394,10.8984003067,2.22989845276,10.0252789416,0.598389123455
2024-02-02,7.5755739212,8.84007453918,1.26450061798,8.34353840998,0.337610841845
2024-02-03,9.17788219452,12.1652555466,2.98737335205,10.961441247,0.832884258693
2024-02-04,7.73307943344,10.1903972626,2.45731782913,9.22058366435,0.668714579014
2024-02-05,8.82485103607,9.65650749207,0.831656455994,9.32725015537,0.219421925728
