date,minimum,maximum,range,mean,std
2024-02-04,17.6135654449,18.1300735474,0.516508102417,17.8059922743,0.145866412789
2024-02-05,17.4049243927,17.571849823,0.166925430298,17.4637358318,0.043128358867
2024-02-06,18.1189365387,18.6774559021,0.558519363403,18.3268851495,0.149711017338
2024-02-07,19.2260055542,19.2920875549,0.0660820007324,19.2657401654,0.0154814721406
2024-02-08,17.3353309631,17.8681240082,0.532793045044,17.6539996983,0.138838345215
2024-02-09,18.9916915894,19.1329841614,0.141292572021,19.0593593952,0.0245493505918
2024-02-11,18.9482383728,19.085817337,0.137578964233,19.0247711507,0.0347199246814
2024-02-12,20.1108226776,20.5468902588,0.436067581177,20.2737498616,0.123435688065
2024-02-13,20.3070602417,20.7169132233,0.409852981567,20.4478558385,0.112013970122
2024-02-14,20.9065189362,21.2302913666,0.32377243042,21.022325634,0.0900968583665
2024-02-15,19.505689621,19.9190425873,0.413352966309,19.6427259076,0.111985626319
2024-02-16,19.3981628418,20.1582069397,0.7600440979,19.8556790167,0.199635391573
2024-02-17,20.6495037079,20.882692337,0.23318862915,20.8045748038,0.055771983914
2024-02-18,20.5965824127,20.8476924896,0.251110076904,20.662182564,0.061916024844
2024-02-19,21.8238945007,22.7784080505,0.954513549805,22.1604863692,0.258789571645
2024-02-21,21.0430850983,22.227355957,1.18427085876,21.5078323128,0.335084689742
2024-02-22,19.4019412994,19.7731056213,0.371164321899,19.6230143466,0.0948870256329
